nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,,,
nm0028865,Suzanne Andrews,\N,\N,actress,tt0094911,tt0119855,tt0463984,tt0090642
nm0028868,Ted Andrews,1907,1966,actor,tt4460984,tt0256057,tt0034278,tt4426246
nm0028870,Thea Andrews,\N,\N,"actress,writer,producer",tt0190524,tt0375411,tt0366551,tt0105179
nm0028872,Tige Andrews,1920,2007,"actor,writer",tt0048380,tt0076594,tt0062589,tt0052463
nm0028878,Tod Andrews,1914,1972,"actor,soundtrack",tt0069754,tt0050414,tt0065462,tt0035979
nm0028885,Tubby Andrews,\N,1998,actor,tt0096911,tt0324723,tt0115744,tt0053494
nm0028886,Tyler Francavilla,\N,\N,actor,tt1179914,tt0804503,tt5805944,tt0364812
nm0028888,Valeria Andrews,1980,\N,"actress,soundtrack",tt0108147,tt0363269,tt0305711,tt0310460
nm0028890,Vic Andrews,\N,\N,actor,tt0248656,tt0111010,tt0106481,tt0265716
nm0028891,Victoria Andrews,1968,\N,actress,tt0123695,tt0126520,tt0127701,tt0135872
nm0028892,Virginia C. Andrews,1923,1986,"writer,actress",tt15552352,tt0478237,tt0093036,tt13174766
nm0028896,William Andrews,1925,2018,actor,tt0071532,tt0076666,tt0072559,tt0080117
nm0028903,Andrex,1907,1989,"actor,soundtrack",tt0199738,tt0056845,tt0025898,tt0041634
nm0028904,Lúcio Andrey,\N,\N,actor,tt0317248,tt0183613,tt0312773,tt8040300
nm0028906,Margarita Andrey,1926,\N,actress,tt0038725,tt0039953,tt0047077,tt0047691
nm0028907,Natalya Andreychenko,1956,\N,"actress,writer,soundtrack",tt0085932,tt0086561,tt0112418,tt0097724
nm0028914,Igor Andreyev,1953,\N,actor,tt0101569,tt6190584,tt0242993,tt0305486
nm0028919,Pavel Andreyev,\N,\N,"actor,writer,producer",tt13552578,tt0311573,tt0107980,tt0090959
nm0028922,Vadim Andreev,1958,\N,"actor,miscellaneous",tt0166499,tt5137374,tt0807769,tt1415357
nm0028923,Vladimir Andreyev,1930,2020,"actor,director",tt0174207,tt6315426,tt5956018,tt6234754
nm0028924,Yuri Andreyev,1917,\N,"actor,animation_department",tt0429269,tt0211653,tt0235447,tt5998108
nm0028925,Dina Andreeva,1905,1994,actress,tt5111796,tt6084624,tt0166098,tt0045721
nm0028926,Galina Andreeva,\N,\N,actress,tt0150261,tt0065782,tt0175928,tt1330214
nm0028928,Natalya Andreeva,1956,\N,actress,tt0435978,tt0113634,tt4764480,tt1892134
nm0028933,Pyotr Andriyevsky,1885,1961,actor,tt8785244,tt11893078,tt0041846,tt0029545
nm0028934,Helena Andreyko,1956,\N,"actress,miscellaneous",tt0078239,tt0084021,tt0096911,tt0077631
nm0028935,Marc Andreyko,\N,\N,"actor,writer,miscellaneous",tt0488982,tt1707815,tt0497989,tt0120651
nm0028940,Viviana Fedeli Andri,\N,\N,actress,tt0090944,tt0197346,tt14894820,tt0105730
nm0028944,Oscar Andriani,1905,1987,"actor,writer",tt0044450,tt0045057,tt0047567,tt0053077
nm0028950,Vasos Andrianos,1941,1999,"actor,writer,director",tt0305429,tt1342375,tt0810631,tt0230422
nm0028951,Anna Andrianou,\N,\N,"writer,actress",tt2132844,tt0268076,tt2760370,tt0289575
nm0028952,Gennadi Andrianov,\N,\N,actor,tt0167303,tt0114207,tt0189944,tt0186462
nm0028953,Igor Andrianov,1959,\N,actor,tt0251602,tt0312471,tt0102688,tt12467142
nm0028956,Mariya Andrianova,1920,2001,actress,tt0147806,tt5084312,tt0080107,tt0041755
nm0028963,Branko Andric,\N,\N,"actor,director,writer",tt0177280,tt0261706,tt0113456,tt0112471
nm0028965,Miodrag Andric,1943,1989,"actor,writer",tt0374128,tt0061912,tt0067958,tt0200351
nm0028968,Radivoje Andric,1967,\N,"assistant_director,director,actor",tt0149291,tt0279248,tt0383846,tt12885338
nm0028969,Radmila Andric,1934,2018,actress,tt0180282,tt0174251,tt0180011,tt0179984
nm0028975,Zoran Andric,\N,\N,"assistant_director,miscellaneous,actor",tt1486192,tt1372686,tt0114787,tt0118843
nm0028977,Virl Andrick,\N,\N,actor,tt0263265,tt0120772,tt0297884,tt1302006
nm0028979,Lenore Andriel,\N,\N,"actress,writer,producer",tt1714176,tt1629375,tt0282431,tt0104864
nm0028983,Mark Andries,1933,1996,actor,tt0150693,tt0235936,tt0324503,tt0154023
nm0028984,Rik Andries,1936,2021,"actor,director",tt0339479,tt0149534,tt0252148,tt0340129
nm0028986,Virgil Andriescu,1936,\N,actor,tt0067545,tt0090704,tt0089778,tt0108677
nm0028992,Bernard Andrieu,\N,\N,actor,tt0054093,tt0157952,tt0048201,tt0158774
nm0028993,Cathy Andrieu,\N,\N,actress,tt0172036,tt0172057,tt0172009,tt1738562
nm0028994,Denise Andrieu,\N,\N,actress,tt5578600,tt0130193,tt0258955,tt4720674
nm0028996,Josy Andrieu,1939,2022,actress,tt0059452,tt0295962,tt0055978,tt0078954
nm0028998,Michel Andrieu,1940,\N,"writer,director,actor",tt0270772,tt0277511,tt0088364,tt0078830
nm0029000,Bruno Andrieux,\N,\N,actor,tt0477507,tt1753673,tt0259340,tt0112954
nm0029004,Luc Andrieux,1917,1977,"actor,assistant_director,miscellaneous",tt0174224,tt0058159,tt0042375,tt0053198
nm0029007,Paulette Andrieux,1922,2013,"miscellaneous,actress",tt0058089,tt0045496,tt0240068,tt0044881
nm0029009,Pierre Andrieux,\N,\N,"production_manager,producer,actor",tt0180768,tt0070130,tt0216458,tt0074883
nm0029015,Theodoros Andriakopoulos,1919,1994,actor,tt0124437,tt0289567,tt0167773,tt0126978
nm0029018,Igrida Andrina,1944,2015,actress,tt0314684,tt0065180,tt0391920,tt5227008
nm0029020,Diana Andringa,\N,\N,"writer,director,actress",tt0087652,tt2301243,tt1788451,tt2300793
nm0029023,Carla Andrino,1966,\N,actress,tt1316556,tt5821784,tt2028950,tt15678782
nm0029025,David Andriole,1964,\N,"actor,producer,miscellaneous",tt5834262,tt0780504,tt7737786,tt0120647
nm0029027,Cristina Andrione,1973,\N,actress,tt1331278,tt4322554,tt2090883,tt9849210
nm0029028,Jacques Andriot,\N,\N,actor,tt0074186,tt0492513,tt0220210,tt0170916
nm0029029,Josette Andriot,1886,1942,actress,tt0448417,tt0311681,tt0400955,tt0451436
nm0029034,Colette Andris,1900,1936,"actress,writer",tt0140935,tt0158306,tt0144851,tt0297039
nm0029040,Carlos Víctor Andriss,\N,\N,actor,tt0062103,tt0062532,tt0181014,tt0186182
nm0029047,Aleksandr Andrienko,1959,\N,actor,tt1820524,tt0881939,tt2615576,tt0353501
nm0029048,Viktor Andrienko,1959,\N,"actor,stunts,director",tt2356478,tt11194062,tt0122227,tt2401213
nm0029052,Ivana Andrlová,1960,\N,"actress,soundtrack",tt0239160,tt0082466,tt0405526,tt0176048
nm0029056,Ichgola Androgyn,\N,\N,"actor,miscellaneous",tt0113961,tt0090266,tt0424972,tt0092568
nm0029057,Miljenka Androic,1954,\N,actress,tt0074701,tt0098111,tt0115254,tt1383444
nm0029058,Heidi Androl,1980,\N,actress,tt0321359,tt0268094,tt0423487,tt0401271
nm0029063,Gabi Andronache,\N,\N,actor,tt0421121,tt0233656,tt0265171,tt0290912
nm0029065,Coca Andronescu,1932,1998,actress,tt0072970,tt0163824,tt0143118,tt0089559
nm0029066,Virgil Andronic,\N,\N,actor,tt0130178,tt0188390,tt0130238,tt0129980
nm0029068,James Andronica,1945,\N,"actor,writer,producer",tt0107709,tt0113827,tt0082434,tt0081867
nm0029073,Enzo Andronico,1924,2002,actor,tt0072200,tt0176410,tt0123917,tt0060790
nm0029075,Vasos Andronidis,1930,2008,actor,tt0136481,tt0145023,tt0136133,tt0236152
nm0029076,Boris Andronikashvili,\N,\N,"actor,writer",tt0276246,tt0229445,tt0194456,tt0170344
nm0029077,Kira Andronikashvili,1908,1960,actress,tt0018862,tt0262082,tt0266107,tt0029816
nm0029078,Kira Andronikashvili,\N,\N,actress,tt0161934,tt0171282,tt0275856,tt0057695
nm0029079,Kote Andronikashvili,1887,1954,actor,tt0230911,tt0259722,tt0259199,tt0259980
nm0029084,Harry Andronis,\N,\N,"sound_department,actor",tt0103359,tt0106179,tt0118437,tt0101042
nm0029094,Svetlana Andropova,1965,\N,actress,tt5150500,tt0294546,tt0137253,tt0109349
nm0029100,Carole Androsky,1942,\N,actress,tt0106856,tt0374536,tt0118928,tt0065988
nm0029101,Anton Androsov,1970,\N,actor,tt4625084,tt0175906,tt0286502,tt0091769
nm0029105,Jean-Pierre Andrevon,1937,\N,"writer,actor,miscellaneous",tt0318769,tt0095525,tt0316011,tt0224858
nm0029107,Olga Androvskaya,1898,1975,actress,tt0194369,tt0030428,tt0037477,tt0053096
nm0029111,Jean-Claude Andruet,\N,\N,actor,tt0072618,tt0072669,tt0075021,tt23185122
nm0029114,Yuri Andrukhovych,\N,\N,"writer,actor",tt19023982,tt11402054,tt0104617,tt0312356
nm0029120,Jeff Andrus,\N,\N,"camera_department,miscellaneous,actor",tt2057392,tt1815862,tt3397884,tt0137363
nm0029121,Kelly Andrus,\N,\N,actress,tt0058796,tt0096606,tt0088414,tt0086734
nm0029124,Marc Andrus,1965,\N,"camera_department,actor",tt0319262,tt0137363,tt0882977,tt0116225
nm0029131,Kevin J. Andruschak,\N,\N,"special_effects,stunts,actor",tt0343818,tt0184858,tt0118956,tt0290334
nm0029132,Gene Andrusco,1961,2000,"actor,soundtrack,music_department",tt0068037,tt0137115,tt0068074,tt0063874
nm0029133,Richie Andrusco,1945,\N,actor,tt0046004,tt1467281,tt0048872,tt0044284
nm0029136,Boris Andrusevic,1932,2000,actor,tt0083094,tt0179770,tt0181125,tt1106725
nm0029155,Andrzej Andrzejewski,1976,\N,actor,tt1091981,tt0258552,tt0381637,tt2190324
nm0029158,Leonard Andrzejewski,1924,1997,actor,tt0097408,tt0095468,tt0083335,tt0097676
nm0029165,Márton Andrási,1912,1975,actor,tt0070548,tt0184732,tt4666878,tt0070847
nm0029172,Alex André,\N,\N,actor,tt0209549,tt0209701,tt0245639,tt0205665
nm0029173,Alf André,\N,\N,actor,tt0318225,tt0242199,tt0119128,tt0110467
nm0029174,Alfonso André,1962,\N,actor,tt0356866,tt23725436,tt4016662,tt0088971
nm0029176,Arnaldo André,1943,\N,"actor,miscellaneous,writer",tt2855376,tt0401958,tt1375688,tt1729622
nm0029177,Bert André,1941,2008,"actor,sound_department",tt0076734,tt0113081,tt0443303,tt0091060
nm0029180,Blue André,1943,2019,"producer,actress,miscellaneous",tt0095816,tt0077405,tt0106222,tt0092139
nm0029182,Carole André,1953,\N,actress,tt0074050,tt0075115,tt0084935,tt0061636
nm0029187,César André,\N,\N,actor,tt4736898,tt0198278,tt0199202,tt0373476
nm0029188,Denis André,\N,\N,"actor,producer",tt0071949,tt0269527,tt5347042,tt0268644
nm0029189,Didier André,\N,\N,"production_manager,actor,editorial_department",tt0091193,tt0119927,tt0117040,tt0381120
nm0029191,E.J. André,1908,1984,actor,tt0051312,tt0049833,tt0077889,tt0070511
nm0029192,Émile André,\N,1924,"actor,assistant_director,production_manager",tt0438377,tt0009701,tt0209023,tt0012548
nm0029193,Emmanuel André,\N,\N,"music_department,actor",tt4228294,tt0808357,tt0243135,tt0792965
nm0029196,Gaby André,1920,1972,actress,tt0054437,tt0042250,tt0051020,tt0045821
nm0029211,Jérôme André,\N,\N,actor,tt0103623,tt0090657,tt0091723,tt0106896
nm0029217,Marcel André,1885,1974,"actor,soundtrack",tt0030252,tt0202210,tt0158955,tt0038348
nm0029221,Marie-Paule André,\N,\N,actress,tt0294748,tt0259321,tt0077779,tt0246135
nm0029223,Michel André,1912,1987,"writer,actor,miscellaneous",tt0142186,tt0056660,tt0038631,tt0051499
nm0029224,Michel André,\N,\N,actor,tt0120275,tt0498668,tt0349533,tt3805856
nm0029227,Michèle André,\N,\N,actress,tt1369743,tt0356441,tt0173601,tt0275822
nm0029230,Nicole André,\N,\N,"script_department,actress,director",tt0143088,tt14397172,tt0170869,tt0167699
nm0029232,Pedro Carreira,\N,\N,actor,tt0124840,tt0833440,tt0118068,tt0119172
nm0029233,Pierre André,1973,\N,"sound_department,actor",tt3655522,tt3112654,tt0869977,tt0338095
nm0029237,Robert André,\N,\N,actor,tt0277529,tt0119380,tt0270780,tt0234205
nm0029238,Sabine André,1913,\N,actress,tt0258549,tt0159028,tt0143247,tt0051989
nm0029239,Sandrine André,1973,\N,actress,tt1648168,tt0425719,tt0162076,tt0830854
nm0029240,Simon André,\N,\N,actor,tt4706558,tt2311538,tt3699206,tt8432070
nm0029242,André Téchiné,1943,\N,"writer,director,actor",tt0111019,tt0089902,tt4331970,tt0487273
nm0029245,Vittorio André,\N,\N,actor,tt0055329,tt0065842,tt0046880,tt0052667
nm0029248,Francis André-Loux,\N,\N,actor,tt0086504,tt0086139,tt0081678,tt0082128
nm0029250,Juliette Andréa,\N,\N,actress,tt0773192,tt0217132,tt0169505,tt1258983
nm0029251,Yann Andréa,1952,2014,"actor,writer",tt14300376,tt0258655,tt0277622,tt0205726
nm0029256,Jean-Pierre Andréani,1940,\N,actor,tt0170969,tt0275822,tt0073115,tt0216458
nm0029257,Caroline Andréason,\N,\N,actress,tt0440601,tt0185112,tt1535134,tt0782510
nm0029258,Willie Andréason,1933,2019,actor,tt0907702,tt1132620,tt0069617,tt0088636
nm0029264,Leif Andrée,1958,\N,actor,tt0465689,tt1293400,tt2180271,tt0347457
nm0029265,Ulf Andrée,1939,2021,"director,writer,actor",tt0067495,tt0085921,tt0078636,tt8081376
nm0029268,Frédéric Andréi,1959,\N,"actor,director,writer",tt1073671,tt0082269,tt0091723,tt4649482
nm0029272,Marc Andréoni,1961,\N,"actor,writer,director",tt0414852,tt0110413,tt2172934,tt0804540
nm0029275,Andrès,\N,\N,actor,tt0051579,tt0235715,tt0155861,tt0050889
nm0029293,Manuel Andrés,1930,2013,actor,tt0297174,tt0060398,tt0794240,tt0425542
nm0029294,Paulo Andrés,\N,\N,actor,tt0086765,tt0118276,tt0118254,tt0114691
nm0029297,Valeriano Andrés,1922,2005,"actor,miscellaneous",tt0068496,tt0447779,tt0454052,tt0415421
nm0029301,Yvette Andréyor,1891,1962,actress,tt0002844,tt0006886,tt2746744,tt0146598
nm0029305,Juana Andueza,1949,\N,actress,tt0297174,tt0472642,tt5777660,tt0102253
nm0029318,Giorgi Anjaparidze,\N,\N,actor,tt0174470,tt0100530,tt0307294,tt1857301
nm0029327,Arisa Andô,1961,\N,actress,tt0091211,tt8013750,tt0142371,tt0140181
nm0029330,Nozomi Andô,1982,\N,actress,tt0425153,tt0184503,tt0282936,tt4019414
nm0029332,Carsten Andörfer,1963,\N,actor,tt0108979,tt0081860,tt0149431,tt0115088
nm0029340,Ulf Aneer,1954,\N,"camera_department,cinematographer,actor",tt0382330,tt0216851,tt0104388,tt0228871
nm0029342,Emy Aneke,\N,\N,actor,tt3829266,tt7097722,tt3501584,tt5052460
nm0029343,Anel,1944,\N,actress,tt0067707,tt0067459,tt1198372,tt0067827
nm0029349,Antonio Anelli,\N,\N,actor,tt0068416,tt0065460,tt0072364,tt0068973
nm0029358,Gary Anello,1963,\N,actor,tt0113173,tt0115674,tt0116503,tt0118437
nm0029360,Giuliano Anellucci,\N,\N,"producer,assistant_director,actor",tt0075709,tt0093441,tt0208474,tt0068483
nm0029368,Nicky 'Pops' Anest,\N,\N,actor,tt0101252,tt0111477,tt0402230,tt0118967
nm0029369,Nuni Anestin,\N,\N,actor,tt0188193,tt0090704,tt0085460,tt0121650
nm0029371,Lola Ferrari,\N,\N,actress,tt0282455,tt0888004,tt11024280,tt11023802
nm0029373,Anani Anev,\N,\N,actor,tt0338506,tt0238439,tt0300309,tt0278827
nm0029391,Michelle Ang,1983,\N,"actress,soundtrack,director",tt3743822,tt1464174,tt3387648,tt1712261
nm0029397,Darien Angadi,1949,1981,actor,tt0175447,tt0074006,tt0423736,tt14801528
nm0029398,Jimena Anganuzzi,\N,\N,actress,tt6142870,tt0440853,tt11359158,tt1924256
nm0029400,Michael Angarano,1987,\N,"actor,director,writer",tt0405325,tt0181875,tt0865556,tt2231253
nm0029405,Gustavo Angarita Jr.,\N,\N,"actor,director,writer",tt7599146,tt8215556,tt8215836,tt8220122
nm0029406,Gustavo Angarita,\N,\N,actor,tt2387408,tt2006295,tt0429395,tt0314533
nm0029407,Lina Angarita,1980,\N,actress,tt6216702,tt0459721,tt0449551,tt0486070
nm0029409,Richard Angarola,1920,2008,actor,tt0061747,tt0068762,tt0058805,tt0065150
nm0029411,Richard Angas,1942,2013,actor,tt0187283,tt0366773,tt0364129,tt10801034
nm0029422,Cesar Angobaldo,\N,\N,"transportation_department,actor",tt1276104,tt11083552,tt0435705,tt0399201
nm0029424,Angel,1966,\N,actress,tt0181441,tt0131772,tt0153431,tt0180434
nm0029426,Angel,\N,\N,actress,tt0128567,tt6424260,tt0240625,tt0128568
nm0029428,Zane Ka,\N,\N,actress,tt0892864,tt8474326,tt0217780,tt8461154
nm0029429,Angel,\N,\N,actress,tt0140161,tt0149040,tt0132818,tt0146029
nm0029433,Angel Arcon,\N,\N,actor,tt0175296,tt0333787,tt0074666,tt0045929
nm0029434,Arthur Angel,\N,\N,"actor,writer,producer",tt6499752,tt0803061,tt0980970,tt0259324
nm0029435,Ashley Parker Angel,1981,\N,"actor,producer,soundtrack",tt0270846,tt1523372,tt0201694,tt0279206
nm0029437,Barry Angel,1962,\N,actor,tt0091926,tt0075561,tt0301116,tt0078559
nm0029438,Bernie Angel,\N,\N,actor,tt0145082,tt0100259,tt0145038,tt0102214
nm0029439,Bobby Angelle,1942,\N,"actor,stunts,miscellaneous",tt0093780,tt0085750,tt0091278,tt0107597
nm0029441,Charlie Angel,1973,\N,actress,tt0303165,tt0299513,tt0453903,tt0452402
nm0029443,Christina Angel,1971,\N,"actress,miscellaneous",tt0135976,tt0122937,tt12980162,tt0238367
nm0029448,David Angel,\N,\N,actor,tt0144497,tt0290413,tt0102976,tt0180156
nm0029450,Eddie Angel,\N,\N,"soundtrack,actor",tt9484998,tt0200469,tt0408524,tt0253867
nm0029456,Heather Angel,1909,1986,"actress,miscellaneous",tt0043274,tt0037017,tt0034248,tt0046183
nm0029457,Hildegard Angel,1946,\N,actress,tt0137418,tt0145532,tt0181307,tt0208635
nm0029460,Jack Angel,1930,2021,"actor,miscellaneous,producer",tt0114709,tt0112453,tt0129167,tt0212720
nm0029468,Johnny Angel,\N,\N,actor,tt0185964,tt0153726,tt0141321,tt0136073
nm0029470,Jonathan Angel,1977,\N,"actor,producer",tt5826576,tt1860357,tt11905696,tt0106123
nm0029472,Judy Angel,1940,1970,actress,tt0228841,tt0149022,tt0164477,tt2467204
nm0029473,Ken Angel,\N,\N,actor,tt0106267,tt0101099,tt0103504,tt0104697
nm0029474,Laura Angel,1974,\N,"actress,director,make_up_department",tt22332336,tt0413685,tt0413687,tt12645336
nm0029475,Lira Angel,1970,\N,actress,tt0213266,tt0096579,tt0104073,tt0114609
nm0029476,Marie Angel,1953,\N,actress,tt0209993,tt6501976,tt0450427,tt0102722
nm0029478,Melanie Angel,\N,\N,"actress,casting_department,miscellaneous",tt0139414,tt0218839,tt0373847,tt0389957
nm0029482,Mikel Angel,1926,2001,"actor,writer,director",tt0084272,tt0071227,tt0072759,tt0073586
nm0029486,Naughty Angel,\N,\N,actress,tt0143401,tt0135959,tt0144316,tt0184247
nm0029494,Shelly Leslie,\N,\N,"producer,actress,miscellaneous",tt0369610,tt0096161,tt1243974,tt2334871
nm0029502,Vanessa Angel,1966,\N,actress,tt0270846,tt0099939,tt0105477,tt0116778
nm0029504,Stanislawa Angel-Engelówna,1908,1958,actress,tt0153960,tt0329537,tt0152370,tt0899285
nm0029506,Angela,\N,\N,actress,tt0299618,tt0136857,tt0459754,tt0322109
nm0029508,June Angela,\N,\N,"actress,music_department,soundtrack",tt0108757,tt3551096,tt0097814,tt0066651
nm0029511,Rita Angela,1933,2020,actress,tt1322315,tt1532448,tt0457655,tt0366750
nm0029512,Sharon Angela,\N,\N,"actress,director,writer",tt2171867,tt0141842,tt4605028,tt0802999
nm0029513,Giannis Angelakas,1959,\N,"composer,actor,soundtrack",tt0123059,tt0257623,tt0352531,tt1334328
nm0029515,Josep Maria Angelat,1921,1992,"actor,miscellaneous",tt0052741,tt0415421,tt0055785,tt0447779
nm0029516,Marta Angelat,1953,\N,"actress,miscellaneous,director",tt0833397,tt0297174,tt0415421,tt0452244
nm0029519,Simone Angèle,\N,\N,actress,tt0050655,tt0149777,tt0052737,tt0050686
nm0029522,Guillermo Angelelli,1961,\N,actor,tt1006861,tt0117069,tt0995829,tt0090125
nm0029523,Lia Angeleri,1922,1969,actress,tt0795917,tt1372770,tt0055867,tt0475468
nm0029524,Norma Angeleri,1954,\N,"actress,casting_director,casting_department",tt0995829,tt1576406,tt0145480,tt0318462
nm0029525,Bert Angeles,1875,1950,"director,writer,actor",tt0412387,tt1342172,tt0005908,tt1313012
nm0029526,Connie Angeles,1954,\N,"actress,writer",tt0125044,tt2230630,tt0293073,tt0447364
nm0029527,Dirk Angeles,\N,\N,actor,tt0865321,tt0102532,tt0284567,tt0275317
nm0029529,Jack Angeles,1950,2009,actor,tt0096694,tt0088527,tt0101691,tt0106853
nm0029536,Ion Angelescu-Moreni,\N,\N,actor,tt0130023,tt0130022,tt0124060,tt0173704
nm0029545,Carine Angeli,\N,\N,actress,tt0384765,tt0114086,tt0172057,tt0120936
nm0029549,Nando Angelini,1933,2020,"actor,assistant_director",tt0058865,tt0056024,tt0063370,tt0061045
nm0029550,Franco Angeli,\N,\N,"assistant_director,director,actor",tt0093389,tt0274757,tt15434060,tt28459713
nm0029552,Ivan Angeli,1940,\N,"actor,writer,director",tt1418679,tt0067481,tt0834088,tt0072896
nm0029553,Kim Angeli,1968,\N,actress,tt0181324,tt0188822,tt0096038,tt0097175
nm0029558,Siro Angeli,1913,1991,"writer,actor",tt0293399,tt0041119,tt0042920,tt0044433
nm0029560,Tony Angeli,\N,\N,actor,tt0122016,tt0048511,tt0046709,tt0052184
nm0029563,Angelica,\N,\N,actress,tt0248304,tt0268257,tt0296117,tt0260508
nm0029564,Angelica,\N,\N,actress,tt0449841,tt0292984,tt0272512,tt0259224
nm0029566,Aida Angelica,\N,\N,actress,tt0083932,tt0088246,tt0297606,tt0297993
nm0029569,Roberta Angelica,\N,\N,actress,tt0144117,tt0284978,tt0963194,tt0146336
nm0029577,Angelika Dela Cruz,1981,\N,"actress,soundtrack",tt1149354,tt0372071,tt0819960,tt1322864
nm0029578,René Angélil,1942,2016,"actor,writer,producer",tt2229319,tt0244403,tt0204143,tt0167861
nm0029579,Edy Angelillo,1961,\N,actress,tt0085316,tt1640878,tt0178132,tt0115769
nm0029580,Gigi Angelillo,1939,2015,actor,tt0772105,tt0345746,tt0429898,tt0071980
nm0029582,Diana Angelina,\N,\N,actress,tt9684806,tt0213577,tt18555716,tt15196782
nm0029590,Claudio Angelini,\N,\N,actor,tt0113623,tt0086779,tt1439225,tt1047931
nm0029593,Gianluca Angelini,\N,\N,actor,tt0099109,tt0211032,tt0240396,tt0245550
nm0029594,Giuseppe Angelini,\N,\N,actor,tt2451334,tt0030583,tt0051450,tt0046881
nm0029607,Vince Vouyer,1966,\N,"actor,director,producer",tt0303772,tt0920621,tt0136759,tt0305400
nm0029610,Joel Angelino,\N,\N,actor,tt0106966,tt0198093,tt0357991,tt0231040
nm0029612,Angelique,1969,\N,actress,tt0347950,tt8096660,tt0227026,tt2641554
nm0029615,Angelique,\N,\N,actress,tt0336741,tt0252643,tt0220033,tt1279953
nm0029617,Michael Angelis,1944,2020,"actor,miscellaneous",tt0421452,tt0118398,tt0101104,tt0217968
nm0029618,Paul Angelis,1943,2009,"actor,writer,soundtrack",tt0068188,tt0082398,tt0053494,tt0063823
nm0029623,Barbara Angell,1941,\N,"writer,actress,director",tt0094481,tt0129685,tt0348150,tt11112164
nm0029627,Dale Angell,\N,\N,"sound_department,actor,visual_effects",tt0099462,tt0435651,tt0459522,tt0173807
nm0029631,Glynis Angell,\N,\N,actress,tt0112362,tt0108709,tt0099040,tt0318904
